id,ROUGE-1,ROUGE-2,ROUGE-L,BLEU-1,BLEU-2,BLEU-3,BLEU-4,BLEU,METEOR,BERTScore-F1
2773,0.1463,0.0165,0.1463,0.0145,0.0018,0.0009,0.0006,0.0006,0.0407,-0.3683
726,0.2885,0.0784,0.2692,0.0477,0.0208,0.0127,0.0057,0.0057,0.1044,-0.3501
1754,0.1194,0.0455,0.1045,0.0017,0.0007,0.0002,0.0002,0.0002,0.0303,-0.2446
2780,0.1148,0.0833,0.1148,0.0001,0.0001,0.0,0.0,0.0,0.0158,-0.3117
2272,0.1573,0.046,0.1124,0.0073,0.0012,0.0007,0.0005,0.0005,0.0314,-0.3668
3297,0.1647,0.0474,0.1569,0.0918,0.04,0.0211,0.0086,0.0086,0.0616,-0.5053
1252,0.1622,0.0367,0.1261,0.0371,0.0134,0.0045,0.0026,0.0026,0.053,-0.4326
1261,0.0962,0.0784,0.0962,0.0123,0.0102,0.0078,0.0039,0.0039,0.0367,-0.2351
2797,0.2946,0.0391,0.2713,0.038,0.0066,0.0017,0.0009,0.0009,0.0945,-0.521
2799,0.1509,0.051,0.1258,0.0,0.0,0.0,0.0,0.0,0.0256,-0.2326
2288,0.0613,0.0373,0.0613,0.0,0.0,0.0,0.0,0.0,0.0114,-0.2904
245,0.2105,0.0536,0.2105,0.1148,0.0437,0.0148,0.0086,0.0086,0.0896,-0.4566
1783,0.0484,0.0164,0.0484,0.0,0.0,0.0,0.0,0.0,0.0048,-0.5969
3320,0.1266,0.0128,0.1266,0.0959,0.0341,0.0113,0.0065,0.0065,0.0835,-0.6622
2809,0.0541,0.0,0.036,0.0464,0.0086,0.0049,0.0037,0.0037,0.0248,-0.6212
1787,0.1789,0.0331,0.1626,0.0448,0.0051,0.0025,0.0018,0.0018,0.0552,-0.5482
2303,0.1727,0.0146,0.1439,0.0624,0.0067,0.0032,0.0022,0.0022,0.053,-0.3246
256,0.2556,0.0916,0.1805,0.0712,0.0417,0.032,0.0256,0.0256,0.0933,-0.307
3327,0.0847,0.0321,0.0847,0.0158,0.008,0.003,0.0018,0.0018,0.0163,-0.5033
3330,0.2131,0.0833,0.2131,0.0009,0.0004,0.0003,0.0001,0.0001,0.0807,-0.6504
2307,0.1266,0.0085,0.1181,0.0632,0.0061,0.0028,0.0019,0.0019,0.0458,-0.5681
3331,0.163,0.015,0.1185,0.1364,0.0458,0.0149,0.0085,0.0085,0.0768,-0.6785
2822,0.4463,0.1681,0.3636,0.3416,0.2128,0.1319,0.0446,0.0446,0.256,0.2375
2312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4844
1291,0.093,0.0472,0.0775,0.002,0.001,0.0004,0.0002,0.0002,0.0351,-0.2472
1293,0.16,0.0274,0.1067,0.125,0.0179,0.0094,0.0069,0.0069,0.0762,-0.3078
2829,0.1486,0.0462,0.1486,0.0002,0.0001,0.0001,0.0,0.0,0.0329,-0.3937
2320,0.1,0.0612,0.1,0.0009,0.0005,0.0002,0.0001,0.0001,0.0205,-0.1068
274,0.2422,0.0362,0.2152,0.0304,0.0089,0.0047,0.0019,0.0019,0.079,-0.5627
1810,0.1935,0.0543,0.172,0.0239,0.0091,0.0053,0.0023,0.0023,0.0676,-0.5261
789,0.1842,0.0,0.1184,0.002,0.0002,0.0001,0.0001,0.0001,0.0578,-0.5813
1302,0.1944,0.1143,0.1944,0.0759,0.0492,0.0344,0.0164,0.0164,0.1047,-0.1982
2332,0.1732,0.112,0.1575,0.0002,0.0002,0.0002,0.0001,0.0001,0.0541,-0.1719
1821,0.1447,0.0133,0.1447,0.0003,0.0,0.0,0.0,0.0,0.0422,-0.405
1827,0.146,0.0148,0.1022,0.0025,0.0004,0.0002,0.0001,0.0001,0.0292,-0.3386
3372,0.1872,0.0258,0.1362,0.1469,0.0339,0.0097,0.0052,0.0052,0.0769,-0.5981
814,0.2063,0.0806,0.1429,0.1408,0.0142,0.0066,0.0046,0.0046,0.0977,-0.426
1327,0.0718,0.0,0.0718,0.0005,0.0001,0.0,0.0,0.0,0.017,-0.5234
1840,0.1935,0.0984,0.1774,0.0182,0.0118,0.0082,0.0058,0.0058,0.0716,-0.272
308,0.0621,0.0503,0.0621,0.0004,0.0003,0.0001,0.0001,0.0001,0.0133,-0.6943
2881,0.0472,0.0,0.0472,0.0,0.0,0.0,0.0,0.0,0.0051,-0.4021
1858,0.1154,0.0,0.0769,0.056,0.0129,0.008,0.0064,0.0064,0.0503,-0.5151
1861,0.1351,0.0685,0.1216,0.0007,0.0004,0.0003,0.0003,0.0003,0.0522,-0.1693
1351,0.1308,0.019,0.1308,0.0039,0.0006,0.0003,0.0002,0.0002,0.0316,-0.4287
1358,0.1061,0.0923,0.1061,0.058,0.0507,0.0426,0.033,0.033,0.0666,-0.3156
2894,0.2414,0.0714,0.1379,0.1111,0.0563,0.0211,0.013,0.013,0.1282,0.2764
1360,0.1732,0.048,0.1575,0.0195,0.007,0.0024,0.0014,0.0014,0.0455,-0.4608
853,0.1692,0.0603,0.1294,0.0565,0.0295,0.0189,0.0128,0.0128,0.077,-0.4805
1369,0.1964,0.0909,0.1786,0.0044,0.0028,0.0022,0.0016,0.0016,0.0839,-0.3882
346,0.1748,0.0594,0.1553,0.0054,0.0021,0.0007,0.0004,0.0004,0.0637,-0.2283
1371,0.2286,0.0882,0.2286,0.1379,0.1085,0.0702,0.032,0.032,0.1347,-0.2787
2907,0.1618,0.0299,0.1324,0.0222,0.0029,0.0015,0.0011,0.0011,0.0391,-0.2944
2908,0.2832,0.1081,0.2301,0.1082,0.0528,0.0368,0.026,0.026,0.1146,0.1628
1374,0.2588,0.0357,0.1882,0.1036,0.0323,0.0081,0.0041,0.0041,0.11,-0.5285
1379,0.1286,0.058,0.1143,0.0009,0.0004,0.0001,0.0001,0.0001,0.0402,-0.3541
1383,0.087,0.0549,0.087,0.0001,0.0,0.0,0.0,0.0,0.0304,-0.247
1897,0.1077,0.0625,0.1077,0.0006,0.0004,0.0002,0.0001,0.0001,0.0216,-0.1518
1900,0.2093,0.1429,0.2093,0.0115,0.0078,0.0049,0.0022,0.0022,0.0827,-0.2801
1901,0.1733,0.0541,0.1467,0.1065,0.0459,0.0277,0.0121,0.0121,0.0643,-0.3743
881,0.1724,0.0526,0.1552,0.0677,0.026,0.0088,0.0052,0.0052,0.0562,-0.3618
1395,0.5333,0.3898,0.4167,0.4806,0.4028,0.3394,0.2878,0.2878,0.4081,0.4461
886,0.1463,0.0,0.1463,0.0732,0.0169,0.0107,0.0086,0.0086,0.0649,-0.2988
1914,0.1224,0.0,0.102,0.0909,0.013,0.0068,0.005,0.005,0.063,-0.4721
892,0.0805,0.0,0.0805,0.0035,0.0006,0.0003,0.0002,0.0002,0.0156,-0.5058
2432,0.1359,0.0,0.0971,0.0177,0.0033,0.0019,0.0015,0.0015,0.0311,-0.2825
1922,0.2247,0.0455,0.1685,0.0013,0.0004,0.0001,0.0001,0.0001,0.0474,-0.3855
1411,0.1607,0.0545,0.125,0.0079,0.0031,0.0011,0.0006,0.0006,0.0689,-0.3636
388,0.0225,0.0,0.0225,0.0,0.0,0.0,0.0,0.0,0.007,-0.4262
2950,0.1356,0.0343,0.1356,0.0,0.0,0.0,0.0,0.0,0.0454,-0.4701
392,0.1143,0.0462,0.1029,0.0074,0.0028,0.001,0.0006,0.0006,0.0316,-0.4565
904,0.1538,0.0415,0.1026,0.0019,0.0008,0.0002,0.0001,0.0001,0.0469,-0.3534
1937,0.1127,0.0284,0.0939,0.0926,0.0294,0.0093,0.0053,0.0053,0.051,-0.4289
2967,0.2131,0.0167,0.1311,0.0255,0.0026,0.0012,0.0009,0.0009,0.0593,-0.4729
1944,0.1379,0.0235,0.1149,0.0551,0.0102,0.0059,0.0045,0.0045,0.0317,-0.4202
412,0.1373,0.0396,0.1275,0.0324,0.0134,0.008,0.0035,0.0035,0.0635,-0.4841
413,0.1026,0.0522,0.1026,0.0269,0.005,0.0029,0.0022,0.0022,0.0464,-0.5501
414,0.2222,0.1237,0.1616,0.0819,0.0372,0.0134,0.0081,0.0081,0.1078,-0.2202
932,0.1867,0.0541,0.1733,0.1327,0.0423,0.0135,0.0076,0.0076,0.0993,-0.4582
2983,0.119,0.0,0.0952,0.0692,0.0111,0.0061,0.0046,0.0046,0.0532,-0.4352
424,0.2,0.1034,0.2,0.0001,0.0,0.0,0.0,0.0,0.0431,-0.6799
2986,0.1579,0.0714,0.1579,0.0028,0.0015,0.001,0.0005,0.0005,0.0569,-0.3652
2479,0.0741,0.0189,0.037,0.0006,0.0001,0.0001,0.0,0.0,0.0233,-0.4468
437,0.4494,0.2299,0.3596,0.2963,0.1831,0.1246,0.0933,0.0933,0.4324,0.2555
1461,0.1017,0.0517,0.1017,0.0001,0.0,0.0,0.0,0.0,0.0164,-0.5215
952,0.2025,0.0513,0.1772,0.018,0.0072,0.002,0.001,0.001,0.0637,-0.3672
1981,0.1895,0.086,0.1474,0.0123,0.0057,0.0021,0.0013,0.0013,0.065,-0.2577
958,0.1143,0.0192,0.0857,0.0001,0.0,0.0,0.0,0.0,0.024,-0.573
2494,0.18,0.0816,0.16,0.0001,0.0,0.0,0.0,0.0,0.0517,-0.351
3016,0.0556,0.0,0.0444,0.0046,0.0015,0.001,0.0009,0.0009,0.0173,-0.6513
459,0.2727,0.0395,0.1818,0.135,0.0105,0.0045,0.003,0.003,0.091,-0.3978
1483,0.102,0.0,0.0918,0.0001,0.0,0.0,0.0,0.0,0.0286,-0.5339
1485,0.1281,0.0398,0.1182,0.0787,0.025,0.008,0.0045,0.0045,0.0606,-0.4039
2514,0.1892,0.1111,0.1892,0.0965,0.0491,0.0184,0.0113,0.0113,0.0512,-0.3954
2006,0.2105,0.0364,0.1754,0.0577,0.0109,0.0064,0.005,0.005,0.0587,-0.3866
984,0.1622,0.0833,0.1622,0.0025,0.0005,0.0003,0.0002,0.0002,0.0593,-0.1617
2522,0.0541,0.0,0.0541,0.018,0.0058,0.004,0.0034,0.0034,0.0233,-0.6358
1500,0.1733,0.0541,0.1733,0.1295,0.0584,0.0357,0.0158,0.0158,0.0918,-0.5129
477,0.0472,0.0095,0.0377,0.0,0.0,0.0,0.0,0.0,0.0168,-0.61
1002,0.0633,0.0256,0.0633,0.0,0.0,0.0,0.0,0.0,0.0085,-0.2872
3050,0.1491,0.0629,0.1242,0.0446,0.017,0.0058,0.0034,0.0034,0.0399,-0.367
1005,0.1728,0.0253,0.0988,0.0878,0.0339,0.0116,0.0069,0.0069,0.0685,-0.4077
1517,0.25,0.0845,0.2361,0.0295,0.015,0.011,0.0086,0.0086,0.1036,-0.3597
2033,0.1818,0.1132,0.1818,0.08,0.0183,0.0113,0.009,0.009,0.1022,-0.2842
2036,0.1772,0.0426,0.1435,0.0001,0.0,0.0,0.0,0.0,0.0435,-0.2728
2549,0.2149,0.0672,0.1653,0.0062,0.0027,0.0008,0.0004,0.0004,0.0624,-0.2816
2550,0.0331,0.0,0.0331,0.0001,0.0,0.0,0.0,0.0,0.0103,-0.759
504,0.1437,0.0485,0.1437,0.0026,0.0014,0.0009,0.0004,0.0004,0.0382,-0.3356
1533,0.1675,0.0106,0.1257,0.0331,0.0031,0.0014,0.0009,0.0009,0.0608,-0.5457
